start,end,duration,activity,returnCode
2017-08-02 09:02:59.618923,2017-08-02 09:04:54.523658,0:01:54.904735,mailing,0
2017-08-02 09:04:54.527802,2017-08-02 09:05:29.926597,0:00:35.398795,printing,0
2017-08-02 09:05:29.945671,2017-08-02 09:06:34.375225,0:01:04.429554,browsing,0
2017-08-02 09:06:34.381950,2017-08-02 09:08:26.349468,0:01:51.967518,browsing,0
2017-08-02 09:08:26.356249,2017-08-02 09:10:22.848408,0:01:56.492159,private,0
2017-08-02 09:10:22.856022,2017-08-02 09:12:43.581471,0:02:20.725449,browsing,0
2017-08-02 09:12:43.587896,2017-08-02 09:15:01.801817,0:02:18.213921,browsing,0
2017-08-02 09:15:01.807376,2017-08-02 09:15:50.954082,0:00:49.146706,browsing,0
2017-08-02 09:15:50.963838,2017-08-02 09:18:46.701568,0:02:55.737730,copyFiles,0
2017-08-02 09:18:46.724112,2017-08-02 09:21:02.825625,0:02:16.101513,breaks,0
2017-08-02 09:21:02.833162,2017-08-02 09:23:30.613771,0:02:27.780609,copyFiles,0
2017-08-02 09:23:30.620160,2017-08-02 10:06:34.721641,0:43:04.101481,meeting,0
2017-08-02 10:06:34.728734,2017-08-02 10:09:39.649108,0:03:04.920374,browsing,0
2017-08-02 10:09:39.655158,2017-08-02 10:09:54.941644,0:00:15.286486,printing,0
2017-08-02 10:09:54.947509,2017-08-02 10:15:01.254647,0:05:06.307138,copyFiles,0
2017-08-02 10:15:01.260498,2017-08-02 10:15:47.791181,0:00:46.530683,browsing,0
2017-08-02 10:15:47.795460,2017-08-02 10:18:05.897020,0:02:18.101560,breaks,0
2017-08-02 10:18:05.901734,2017-08-02 10:37:04.003274,0:18:58.101540,meeting,0
2017-08-02 10:37:04.012734,2017-08-02 10:43:11.250197,0:06:07.237463,private,0
2017-08-02 10:43:11.256842,2017-08-02 10:43:26.485695,0:00:15.228853,printing,0
2017-08-02 10:43:26.491721,2017-08-02 10:44:31.507529,0:01:05.015808,browsing,0
2017-08-02 10:44:31.513752,2017-08-02 10:50:43.474752,0:06:11.961000,browsing,0
2017-08-02 10:50:43.481026,2017-08-02 10:51:05.399529,0:00:21.918503,ssh,0
2017-08-02 10:51:05.406150,2017-08-02 11:26:25.508142,0:35:20.101992,meeting,0
2017-08-02 11:26:25.515572,2017-08-02 11:55:42.617463,0:29:17.101891,breaks,0
2017-08-02 11:55:42.623101,2017-08-02 11:57:19.314897,0:01:36.691796,browsing,0
2017-08-02 11:57:19.321665,2017-08-02 11:59:26.959480,0:02:07.637815,browsing,0
2017-08-02 11:59:26.965960,2017-08-02 12:02:10.633156,0:02:43.667196,browsing,0
2017-08-02 12:02:10.640214,2017-08-02 12:03:32.558789,0:01:21.918575,browsing,0
2017-08-02 12:03:32.571239,2017-08-02 12:05:31.076540,0:01:58.505301,browsing,0
2017-08-02 12:05:31.081315,2017-08-02 12:07:54.595813,0:02:23.514498,browsing,0
2017-08-02 12:07:54.602109,2017-08-02 13:58:09.703813,1:50:15.101704,meeting,0
2017-08-02 13:58:09.710194,2017-08-02 15:54:57.811964,1:56:48.101770,meeting,0
2017-08-02 15:54:57.818958,2017-08-02 15:59:06.820813,0:04:09.001855,browsing,0
2017-08-02 15:59:06.827556,2017-08-02 16:00:55.929131,0:01:49.101575,breaks,0
2017-08-02 16:00:55.936467,2017-08-02 16:01:46.194926,0:00:50.258459,mailing,0
2017-08-02 16:01:46.213812,2017-08-02 16:13:44.568011,0:11:58.354199,copyFiles,0
2017-08-02 16:13:44.573596,2017-08-02 16:14:50.282907,0:01:05.709311,browsing,0
2017-08-02 16:14:50.288989,2017-08-02 16:15:25.477535,0:00:35.188546,printing,0
2017-08-02 16:15:25.482279,2017-08-02 16:23:12.583754,0:07:47.101475,offline,0
2017-08-02 16:23:12.589524,2017-08-02 16:23:34.619573,0:00:22.030049,browsing,0
2017-08-02 16:23:34.626179,2017-08-02 16:24:19.077908,0:00:44.451729,private,0
2017-08-02 16:24:19.084367,2017-08-02 16:29:57.497005,0:05:38.412638,private,0
2017-08-02 16:29:57.503281,2017-08-02 16:31:06.537101,0:01:09.033820,browsing,0
2017-08-02 16:31:06.544040,2017-08-02 16:32:59.190414,0:01:52.646374,browsing,0
2017-08-02 16:32:59.209680,2017-08-02 17:53:55.311489,1:20:56.101809,meeting,0
2017-08-02 17:53:55.321903,2017-08-02 17:55:28.420203,0:01:33.098300,private,0
2017-08-02 17:55:28.426338,2017-08-02 17:55:36.970887,0:00:08.544549,browsing,0
2017-08-02 17:55:36.977279,2017-08-02 17:55:43.709296,0:00:06.732017,browsing,0
2017-08-02 17:55:43.715114,2017-08-02 17:59:30.916660,0:03:47.201546,browsing,0
2017-08-02 17:59:30.923386,2017-08-02 18:05:48.274965,0:06:17.351579,browsing,0
2017-08-02 18:05:48.280826,2017-08-02 18:07:07.297107,0:01:19.016281,browsing,0
2017-08-02 18:07:07.303788,2017-08-02 18:11:14.405753,0:04:07.101965,breaks,0
2017-08-02 18:11:14.413328,2017-08-02 18:16:13.515128,0:04:59.101800,breaks,0
2017-08-02 18:16:13.522444,2017-08-02 18:19:00.624229,0:02:47.101785,breaks,0
2017-08-02 18:19:00.631026,2017-08-02 18:22:40.732516,0:03:40.101490,breaks,0
2017-08-02 18:22:40.741295,2017-08-02 18:27:58.331918,0:05:17.590623,private,0
2017-08-02 18:27:58.338365,2017-08-02 18:30:44.790753,0:02:46.452388,browsing,0
2017-08-02 18:30:44.797791,2017-08-02 18:30:59.836816,0:00:15.039025,printing,0
2017-08-02 18:30:59.842760,2017-08-02 18:33:37.326463,0:02:37.483703,browsing,0
2017-08-02 18:33:37.333191,2017-08-02 18:36:09.456874,0:02:32.123683,browsing,0
