start,end,duration,activity,returnCode
2017-08-02 09:05:19.799102,2017-08-02 09:06:24.631494,0:01:04.832392,browsing,0
2017-08-02 09:06:24.637427,2017-08-02 09:41:58.738860,0:35:34.101433,meeting,0
2017-08-02 09:41:58.744578,2017-08-02 09:47:22.948455,0:05:24.203877,browsing,0
2017-08-02 09:47:22.954202,2017-08-02 09:47:36.107673,0:00:13.153471,browsing,0
2017-08-02 09:47:36.113368,2017-08-02 09:48:17.600822,0:00:41.487454,browsing,0
2017-08-02 09:48:17.607457,2017-08-02 09:48:30.955465,0:00:13.348008,browsing,0
2017-08-02 09:48:30.961532,2017-08-02 09:50:26.348606,0:01:55.387074,copyFiles,0
2017-08-02 09:50:26.353512,2017-08-02 10:01:27.262599,0:11:00.909087,copyFiles,0
2017-08-02 10:01:27.268051,2017-08-02 10:01:51.843259,0:00:24.575208,browsing,0
2017-08-02 10:01:51.849271,2017-08-02 10:39:28.950700,0:37:37.101429,offline,0
2017-08-02 10:39:28.957445,2017-08-02 10:43:02.937813,0:03:33.980368,copyFiles,0
2017-08-02 10:43:02.944060,2017-08-02 10:53:02.950266,0:10:00.006206,browsing,-1
2017-08-02 10:53:02.955790,2017-08-02 10:54:10.947655,0:01:07.991865,browsing,0
2017-08-02 10:54:10.953389,2017-08-02 10:57:05.391252,0:02:54.437863,browsing,0
2017-08-02 10:57:05.396827,2017-08-02 10:57:56.107314,0:00:50.710487,mailing,0
2017-08-02 10:57:56.112122,2017-08-02 10:59:07.257004,0:01:11.144882,mailing,0
2017-08-02 10:59:07.263482,2017-08-02 11:01:25.602731,0:02:18.339249,browsing,0
2017-08-02 11:01:25.610434,2017-08-02 11:03:56.037442,0:02:30.427008,browsing,0
2017-08-02 11:03:56.043903,2017-08-02 11:06:11.086129,0:02:15.042226,breaks,0
2017-08-02 11:06:11.091601,2017-08-02 11:09:58.217037,0:03:47.125436,browsing,0
2017-08-02 11:09:58.222691,2017-08-02 11:11:09.429841,0:01:11.207150,browsing,0
2017-08-02 11:11:09.437452,2017-08-02 11:11:29.252533,0:00:19.815081,browsing,0
2017-08-02 11:11:29.258569,2017-08-02 11:14:29.893603,0:03:00.635034,browsing,0
2017-08-02 11:14:29.900067,2017-08-02 11:15:20.685734,0:00:50.785667,mailing,0
2017-08-02 11:15:20.691439,2017-08-02 11:16:50.512019,0:01:29.820580,copyFiles,0
2017-08-02 11:16:50.518023,2017-08-02 11:17:47.795752,0:00:57.277729,browsing,0
2017-08-02 11:17:47.802137,2017-08-02 11:27:47.807793,0:10:00.005656,browsing,-1
2017-08-02 11:27:47.816943,2017-08-02 11:28:15.509943,0:00:27.693000,browsing,0
2017-08-02 11:28:15.515698,2017-08-02 11:29:02.606679,0:00:47.090981,browsing,0
2017-08-02 11:29:02.613344,2017-08-02 11:37:59.502266,0:08:56.888922,copyFiles,0
2017-08-02 11:37:59.508132,2017-08-02 11:38:35.116092,0:00:35.607960,printing,0
2017-08-02 11:38:35.121078,2017-08-02 12:07:38.139659,0:29:03.018581,meeting,0
2017-08-02 12:07:38.145685,2017-08-02 12:07:53.177460,0:00:15.031775,printing,0
2017-08-02 12:07:53.182532,2017-08-02 12:10:09.131349,0:02:15.948817,browsing,0
2017-08-02 12:10:09.137507,2017-08-02 12:10:42.735731,0:00:33.598224,browsing,0
2017-08-02 12:10:42.741527,2017-08-02 12:11:47.787318,0:01:05.045791,browsing,0
2017-08-02 12:11:47.793356,2017-08-02 13:11:03.798326,0:59:16.004970,meeting,0
2017-08-02 13:11:03.805093,2017-08-02 13:13:04.209899,0:02:00.404806,browsing,0
2017-08-02 13:13:04.216325,2017-08-02 13:14:51.295968,0:01:47.079643,copyFiles,0
2017-08-02 13:14:51.300666,2017-08-02 13:16:48.796048,0:01:57.495382,browsing,0
2017-08-02 13:16:48.803832,2017-08-02 13:17:14.491327,0:00:25.687495,browsing,0
2017-08-02 13:17:14.498184,2017-08-02 13:18:05.106451,0:00:50.608267,mailing,0
2017-08-02 13:18:05.116457,2017-08-02 13:19:47.418250,0:01:42.301793,mailing,0
2017-08-02 13:19:47.423396,2017-08-02 13:23:36.905772,0:03:49.482376,browsing,0
2017-08-02 13:23:36.911246,2017-08-02 13:55:52.942148,0:32:16.030902,offline,0
2017-08-02 13:55:52.948886,2017-08-02 13:56:08.108703,0:00:15.159817,printing,0
2017-08-02 13:56:08.114243,2017-08-02 13:59:03.112008,0:02:54.997765,browsing,0
2017-08-02 13:59:03.117783,2017-08-02 14:06:52.121549,0:07:49.003766,offline,0
2017-08-02 14:06:52.128558,2017-08-02 15:53:24.142238,1:46:32.013680,meeting,0
2017-08-02 15:53:24.162621,2017-08-02 15:59:00.664659,0:05:36.502038,browsing,0
2017-08-02 15:59:00.670889,2017-08-02 16:00:11.122962,0:01:10.452073,mailing,0
2017-08-03 09:01:58.873680,2017-08-03 09:04:42.712765,0:02:43.839085,copyFiles,0
2017-08-03 09:04:42.717657,2017-08-03 09:05:43.359363,0:01:00.641706,browsing,0
2017-08-03 09:05:43.365334,2017-08-03 09:07:29.761101,0:01:46.395767,browsing,0
2017-08-03 09:07:29.767144,2017-08-03 09:10:47.420400,0:03:17.653256,browsing,0
2017-08-03 09:10:47.426227,2017-08-03 11:01:20.527617,1:50:33.101390,meeting,0
2017-08-03 11:01:20.534621,2017-08-03 11:01:32.434403,0:00:11.899782,browsing,0
2017-08-03 11:01:32.440149,2017-08-03 11:07:30.592507,0:05:58.152358,browsing,0
2017-08-03 11:07:30.599009,2017-08-03 11:11:00.729030,0:03:30.130021,browsing,0
2017-08-03 11:11:00.735435,2017-08-03 12:19:15.752789,1:08:15.017354,meeting,0
2017-08-03 12:19:15.873553,2017-08-03 12:21:53.336723,0:02:37.463170,browsing,0
2017-08-03 12:21:53.342922,2017-08-03 12:22:39.796616,0:00:46.453694,browsing,0
2017-08-03 12:22:39.804045,2017-08-03 12:24:48.912361,0:02:09.108316,browsing,0
2017-08-03 12:24:48.932743,2017-08-03 12:26:47.535814,0:01:58.603071,browsing,0
2017-08-03 12:26:47.542022,2017-08-03 12:31:21.126267,0:04:33.584245,browsing,0
2017-08-03 12:31:21.131766,2017-08-03 12:46:56.233098,0:15:35.101332,meeting,0
2017-08-03 12:46:56.239934,2017-08-03 12:55:56.589691,0:09:00.349757,browsing,0
2017-08-03 12:55:56.596612,2017-08-03 12:56:41.797914,0:00:45.201302,printing,0
