start,end,duration,activity,returnCode
2017-08-02 08:02:20.832665,2017-08-02 08:10:20.596534,0:07:59.763869,copyFiles,0
2017-08-02 08:10:20.601658,2017-08-02 08:14:35.702710,0:04:15.101052,breaks,0
2017-08-02 08:14:35.710384,2017-08-02 08:25:10.812149,0:10:35.101765,meeting,0
2017-08-02 08:25:10.819860,2017-08-02 08:28:02.029112,0:02:51.209252,browsing,0
2017-08-02 08:28:02.035054,2017-08-02 08:28:34.593395,0:00:32.558341,copyFiles,0
2017-08-02 08:28:34.599950,2017-08-02 08:34:44.377322,0:06:09.777372,browsing,0
2017-08-02 08:34:44.384487,2017-08-02 08:35:13.695245,0:00:29.310758,browsing,0
2017-08-02 08:35:13.701196,2017-08-02 08:37:12.802344,0:01:59.101148,breaks,0
2017-08-02 08:37:12.807857,2017-08-02 08:41:56.343768,0:04:43.535911,browsing,0
2017-08-02 08:41:56.350491,2017-08-02 08:49:56.892968,0:08:00.542477,browsing,0
2017-08-02 08:49:56.898925,2017-08-02 08:53:08.000418,0:03:11.101493,breaks,0
2017-08-02 08:53:08.006638,2017-08-02 08:53:31.052701,0:00:23.046063,copyFiles,0
2017-08-02 08:53:31.058943,2017-08-02 08:56:28.014262,0:02:56.955319,copyFiles,0
2017-08-02 08:56:28.020158,2017-08-02 08:57:49.799275,0:01:21.779117,mailing,0
2017-08-02 08:57:49.809069,2017-08-02 09:04:04.427685,0:06:14.618616,browsing,0
2017-08-02 09:04:04.433263,2017-08-02 09:04:21.508608,0:00:17.075345,printing,0
2017-08-02 09:04:21.517345,2017-08-02 09:13:15.299286,0:08:53.781941,copyFiles,0
2017-08-02 09:13:15.304725,2017-08-02 09:14:37.000755,0:01:21.696030,browsing,0
2017-08-02 09:14:37.007610,2017-08-02 09:14:53.372956,0:00:16.365346,browsing,0
2017-08-02 09:14:53.379123,2017-08-02 10:43:26.480908,1:28:33.101785,meeting,0
2017-08-02 10:43:26.488823,2017-08-02 10:48:24.893601,0:04:58.404778,browsing,0
2017-08-02 10:48:24.899275,2017-08-02 10:51:57.685812,0:03:32.786537,browsing,0
2017-08-02 10:51:57.692330,2017-08-02 10:52:33.769652,0:00:36.077322,browsing,0
2017-08-02 10:52:33.777590,2017-08-02 10:53:09.098568,0:00:35.320978,browsing,0
2017-08-02 10:53:09.107488,2017-08-02 10:59:13.077212,0:06:03.969724,browsing,0
2017-08-02 10:59:13.085326,2017-08-02 10:59:38.672336,0:00:25.587010,browsing,0
2017-08-02 10:59:38.678285,2017-08-02 11:01:12.259943,0:01:33.581658,copyFiles,0
2017-08-02 11:01:12.266435,2017-08-02 11:49:47.367791,0:48:35.101356,offline,0
2017-08-02 11:49:47.375200,2017-08-02 11:51:26.495916,0:01:39.120716,copyFiles,0
2017-08-02 11:51:26.514283,2017-08-02 11:53:15.500409,0:01:48.986126,browsing,0
2017-08-02 11:53:15.506534,2017-08-02 11:54:41.934605,0:01:26.428071,copyFiles,0
2017-08-02 11:54:41.941053,2017-08-02 13:53:32.042487,1:58:50.101434,meeting,0
2017-08-02 13:53:32.048817,2017-08-02 13:54:03.851210,0:00:31.802393,browsing,0
2017-08-02 13:54:03.858453,2017-08-02 13:55:11.729819,0:01:07.871366,browsing,0
2017-08-02 13:55:11.735929,2017-08-02 14:06:13.692761,0:11:01.956832,copyFiles,0
2017-08-02 14:06:13.699011,2017-08-02 14:07:03.567881,0:00:49.868870,browsing,0
2017-08-02 14:07:03.577227,2017-08-02 14:08:24.484660,0:01:20.907433,browsing,0
2017-08-02 14:08:24.490799,2017-08-02 14:43:29.592409,0:35:05.101610,offline,0
2017-08-02 14:43:29.599817,2017-08-02 14:46:50.290774,0:03:20.690957,browsing,0
2017-08-02 14:46:50.301429,2017-08-02 14:47:20.952416,0:00:30.650987,copyFiles,0
2017-08-02 14:47:20.959107,2017-08-02 14:53:22.962092,0:06:02.002985,browsing,0
2017-08-02 14:53:22.972794,2017-08-02 15:30:56.074546,0:37:33.101752,offline,0
