start,end,duration,activity,returnCode
2017-08-02 08:04:10.937147,2017-08-02 09:54:53.017179,1:50:42.080032,meeting,0
2017-08-02 09:54:53.022871,2017-08-02 11:12:55.124794,1:18:02.101923,meeting,0
2017-08-02 11:12:55.131478,2017-08-02 13:10:11.233039,1:57:16.101561,meeting,0
2017-08-02 13:10:11.241453,2017-08-02 13:48:51.343733,0:38:40.102280,meeting,0
2017-08-02 13:48:51.351248,2017-08-02 13:57:27.452771,0:08:36.101523,offline,0
2017-08-02 13:57:27.460147,2017-08-02 14:29:46.562073,0:32:19.101926,offline,0
2017-08-02 14:29:46.569939,2017-08-02 14:30:02.041606,0:00:15.471667,printing,0
2017-08-02 14:30:02.048310,2017-08-02 14:59:59.149357,0:29:57.101047,meeting,0
2017-08-02 14:59:59.157319,2017-08-02 15:16:42.259081,0:16:43.101762,offline,0
2017-08-02 15:16:42.266446,2017-08-02 15:18:30.636981,0:01:48.370535,browsing,0
2017-08-02 15:18:30.643590,2017-08-02 16:07:25.745373,0:48:55.101783,offline,0
2017-08-02 16:07:25.753862,2017-08-02 16:41:36.855835,0:34:11.101973,offline,0
2017-08-02 16:41:36.864502,2017-08-02 17:17:28.951346,0:35:52.086844,meeting,0
2017-08-02 17:17:28.959225,2017-08-02 17:18:19.305659,0:00:50.346434,mailing,0
2017-08-02 17:18:19.311274,2017-08-02 17:32:56.412323,0:14:37.101049,meeting,0
2017-08-02 17:32:56.420055,2017-08-02 17:35:19.999390,0:02:23.579335,browsing,0
2017-08-02 17:35:20.005777,2017-08-02 18:18:06.107648,0:42:46.101871,offline,0
2017-08-03 08:07:22.323376,2017-08-03 08:08:22.717922,0:01:00.394546,mailing,0
2017-08-03 08:08:22.722364,2017-08-03 10:07:38.823454,1:59:16.101090,meeting,0
2017-08-03 10:07:38.831218,2017-08-03 10:33:03.933042,0:25:25.101824,offline,0
2017-08-03 10:33:03.940302,2017-08-03 10:54:11.946865,0:21:08.006563,offline,0
2017-08-03 10:54:11.954986,2017-08-03 11:09:45.056537,0:15:33.101551,meeting,0
2017-08-03 11:09:45.063631,2017-08-03 11:26:56.165212,0:17:11.101581,meeting,0
2017-08-03 11:26:56.193843,2017-08-03 11:34:43.295440,0:07:47.101597,offline,0
2017-08-03 11:34:43.321911,2017-08-03 12:19:20.400911,0:44:37.079000,offline,0
2017-08-03 12:19:20.495112,2017-08-03 14:02:36.596701,1:43:16.101589,meeting,0
2017-08-03 14:02:36.604683,2017-08-03 14:07:13.706637,0:04:37.101954,breaks,0
2017-08-03 14:07:13.717632,2017-08-03 14:08:35.858275,0:01:22.140643,copyFiles,0
2017-08-03 14:08:35.865047,2017-08-03 14:44:44.966127,0:36:09.101080,offline,0
2017-08-03 14:44:44.978424,2017-08-03 14:58:12.080182,0:13:27.101758,meeting,0
2017-08-03 14:58:12.089069,2017-08-03 15:47:46.191242,0:49:34.102173,offline,0
2017-08-03 15:47:46.200525,2017-08-03 16:01:42.302258,0:13:56.101733,meeting,0
2017-08-03 16:01:42.309487,2017-08-03 17:33:03.411473,1:31:21.101986,meeting,0
2017-08-03 17:33:03.419112,2017-08-03 18:01:42.520843,0:28:39.101731,offline,0
2017-08-04 09:15:36.517476,2017-08-04 09:15:54.536319,0:00:18.018843,mailing,-1
2017-08-04 09:15:54.540473,2017-08-04 10:31:52.641186,1:15:58.100713,meeting,0
2017-08-04 10:31:52.648422,2017-08-04 10:31:55.651756,0:00:03.003334,mailing,-1
2017-08-04 10:31:55.657864,2017-08-04 11:13:14.759288,0:41:19.101424,offline,0
2017-08-04 11:13:14.765327,2017-08-04 11:43:00.866300,0:29:46.100973,offline,0
2017-08-04 11:43:00.873325,2017-08-04 13:09:24.974260,1:26:24.100935,meeting,0
2017-08-04 13:09:24.980758,2017-08-04 13:38:47.056139,0:29:22.075381,offline,0
2017-08-04 13:38:47.063223,2017-08-04 13:40:26.790153,0:01:39.726930,private,0
2017-08-04 13:40:26.796232,2017-08-04 13:45:34.911148,0:05:08.114916,copyFiles,0
2017-08-04 13:45:34.915820,2017-08-04 13:52:50.036235,0:07:15.120415,copyFiles,0
2017-08-04 13:52:50.042280,2017-08-04 13:52:53.043339,0:00:03.001059,mailing,-1
2017-08-04 13:52:53.048660,2017-08-04 13:53:52.415636,0:00:59.366976,private,0
2017-08-04 13:53:52.421396,2017-08-04 14:41:01.522754,0:47:09.101358,offline,0
2017-08-04 14:41:01.530828,2017-08-04 14:41:04.532595,0:00:03.001767,mailing,-1
2017-08-04 14:41:04.538407,2017-08-04 15:11:40.639600,0:30:36.101193,offline,0
2017-08-04 15:11:40.647216,2017-08-04 15:20:30.748753,0:08:50.101537,offline,0
2017-08-04 15:20:30.756151,2017-08-04 16:57:04.857589,1:36:34.101438,meeting,0
2017-08-04 16:57:04.864792,2017-08-04 16:57:07.870176,0:00:03.005384,mailing,-1
2017-08-04 16:57:07.876798,2017-08-04 17:12:48.977956,0:15:41.101158,offline,0
