start,end,duration,activity,returnCode
2017-08-02 07:04:13.946422,2017-08-02 07:05:55.342234,0:01:41.395812,browsing,0
2017-08-02 07:05:55.347378,2017-08-02 07:07:27.363503,0:01:32.016125,mailing,0
2017-08-02 07:07:27.368717,2017-08-02 07:08:02.826996,0:00:35.458279,printing,0
2017-08-02 07:08:02.833419,2017-08-02 07:08:48.997171,0:00:46.163752,browsing,0
2017-08-02 07:08:49.003309,2017-08-02 07:12:38.105165,0:03:49.101856,breaks,0
2017-08-02 07:12:38.112232,2017-08-02 08:55:25.213879,1:42:47.101647,meeting,0
2017-08-02 08:55:25.224677,2017-08-02 08:56:36.552519,0:01:11.327842,browsing,0
2017-08-02 08:56:36.558102,2017-08-02 09:26:48.659818,0:30:12.101716,meeting,0
2017-08-02 09:26:48.667024,2017-08-02 09:27:44.472228,0:00:55.805204,printing,0
2017-08-02 09:27:44.477523,2017-08-02 09:29:13.216359,0:01:28.738836,copyFiles,0
2017-08-02 09:29:13.222080,2017-08-02 09:39:10.323182,0:09:57.101102,offline,0
2017-08-02 09:39:10.329892,2017-08-02 09:43:18.356778,0:04:08.026886,private,0
2017-08-02 09:43:18.363016,2017-08-02 09:44:08.685572,0:00:50.322556,mailing,0
2017-08-02 09:44:08.690360,2017-08-02 09:52:54.908102,0:08:46.217742,copyFiles,0
2017-08-02 09:52:54.912692,2017-08-02 11:12:45.944218,1:19:51.031526,meeting,0
2017-08-02 11:12:45.951449,2017-08-02 12:27:07.053472,1:14:21.102023,meeting,0
2017-08-02 12:27:07.062195,2017-08-02 12:29:37.164502,0:02:30.102307,breaks,0
2017-08-02 12:29:37.172211,2017-08-02 12:29:52.286416,0:00:15.114205,printing,0
2017-08-02 12:29:52.292969,2017-08-02 12:30:17.388259,0:00:25.095290,printing,0
2017-08-02 12:30:17.392765,2017-08-02 12:30:32.432018,0:00:15.039253,printing,0
2017-08-02 12:30:32.441949,2017-08-02 12:40:00.543190,0:09:28.101241,offline,0
2017-08-02 12:40:00.550624,2017-08-02 12:40:25.692463,0:00:25.141839,printing,0
2017-08-02 12:40:25.699695,2017-08-02 12:56:18.801012,0:15:53.101317,offline,0
2017-08-02 12:56:18.809183,2017-08-02 12:57:10.079633,0:00:51.270450,mailing,0
2017-08-02 12:57:10.085412,2017-08-02 13:01:53.128959,0:04:43.043547,private,0
2017-08-02 13:01:53.135907,2017-08-02 13:02:43.722365,0:00:50.586458,mailing,0
2017-08-02 13:02:43.728570,2017-08-02 13:07:58.646232,0:05:14.917662,browsing,0
2017-08-02 13:07:58.651642,2017-08-02 13:21:27.689244,0:13:29.037602,copyFiles,0
2017-08-02 13:21:27.694760,2017-08-02 13:22:29.527771,0:01:01.833011,mailing,0
2017-08-02 13:22:29.532248,2017-08-02 14:13:22.633445,0:50:53.101197,meeting,0
2017-08-02 14:13:22.640782,2017-08-02 14:13:47.738110,0:00:25.097328,printing,0
2017-08-02 14:13:47.746936,2017-08-02 14:14:39.179985,0:00:51.433049,browsing,0
2017-08-02 14:14:39.186775,2017-08-02 14:15:53.282596,0:01:14.095821,browsing,0
2017-08-02 14:15:53.288708,2017-08-02 14:16:18.358874,0:00:25.070166,printing,0
2017-08-02 14:16:18.365230,2017-08-02 14:49:21.466774,0:33:03.101544,meeting,0
2017-08-02 14:49:21.474154,2017-08-02 14:49:36.520407,0:00:15.046253,printing,0
2017-08-02 14:49:36.526640,2017-08-02 14:50:01.588336,0:00:25.061696,printing,0
2017-08-02 14:50:01.594153,2017-08-02 14:50:16.625304,0:00:15.031151,printing,0
2017-08-02 14:50:16.632073,2017-08-02 16:30:10.733387,1:39:54.101314,meeting,0
2017-08-02 16:30:10.741026,2017-08-02 16:31:14.269753,0:01:03.528727,browsing,0
2017-08-02 16:31:14.278646,2017-08-02 17:04:27.306271,0:33:13.027625,offline,0
2017-08-04 09:15:58.429454,2017-08-04 09:58:16.530820,0:42:18.101366,meeting,0
