start,end,duration,activity,returnCode
2017-08-03 09:08:30.381460,2017-08-03 09:16:19.482661,0:07:49.101201,offline,0
2017-08-03 09:16:19.489780,2017-08-03 09:34:26.591280,0:18:07.101500,offline,0
2017-08-03 09:34:26.599426,2017-08-03 09:36:24.705941,0:01:58.106515,browsing,0
2017-08-03 09:36:24.712201,2017-08-03 09:37:35.183660,0:01:10.471459,mailing,0
2017-08-03 09:37:35.188138,2017-08-03 09:38:00.426526,0:00:25.238388,printing,0
2017-08-03 09:38:00.433239,2017-08-03 09:40:41.884670,0:02:41.451431,browsing,0
2017-08-03 09:40:41.891175,2017-08-03 09:42:23.004428,0:01:41.113253,mailing,0
2017-08-03 09:42:23.026225,2017-08-03 11:21:29.127351,1:39:06.101126,meeting,0
2017-08-03 11:21:29.134671,2017-08-03 11:24:04.332421,0:02:35.197750,browsing,0
2017-08-03 11:24:04.338968,2017-08-03 12:17:33.440966,0:53:29.101998,breaks,0
2017-08-03 12:17:33.448367,2017-08-03 12:19:32.712214,0:01:59.263847,browsing,0
2017-08-03 12:19:32.929874,2017-08-03 12:29:07.031645,0:09:34.101771,offline,0
2017-08-03 12:29:07.042867,2017-08-03 12:29:32.118832,0:00:25.075965,printing,0
2017-08-03 12:29:32.124960,2017-08-03 12:29:47.132343,0:00:15.007383,browsing,0
2017-08-03 12:29:47.138514,2017-08-03 13:07:15.240201,0:37:28.101687,meeting,0
2017-08-03 13:07:15.245814,2017-08-03 13:07:26.592595,0:00:11.346781,browsing,0
2017-08-03 13:07:26.598746,2017-08-03 13:13:06.407970,0:05:39.809224,browsing,0
2017-08-03 13:13:06.413787,2017-08-03 13:16:42.536983,0:03:36.123196,copyFiles,0
2017-08-03 13:16:42.551588,2017-08-03 13:18:12.109841,0:01:29.558253,browsing,0
2017-08-03 13:18:12.116846,2017-08-03 13:32:52.218524,0:14:40.101678,meeting,0
2017-08-03 13:32:52.225587,2017-08-03 13:34:58.327147,0:02:06.101560,breaks,0
2017-08-03 13:34:58.333333,2017-08-03 13:39:57.434610,0:04:59.101277,breaks,0
2017-08-03 13:39:57.441667,2017-08-03 13:40:30.663083,0:00:33.221416,browsing,0
2017-08-03 13:40:30.670068,2017-08-03 13:41:31.340216,0:01:00.670148,mailing,0
2017-08-03 13:41:31.345985,2017-08-03 13:43:59.488811,0:02:28.142826,browsing,0
2017-08-03 13:43:59.521086,2017-08-03 14:16:55.624459,0:32:56.103373,offline,0
2017-08-03 14:16:55.631667,2017-08-03 14:18:58.808498,0:02:03.176831,browsing,0
2017-08-03 14:18:58.815006,2017-08-03 15:08:53.916738,0:49:55.101732,offline,0
2017-08-03 15:08:53.924627,2017-08-03 16:27:23.976910,1:18:30.052283,meeting,0
2017-08-03 16:27:23.983566,2017-08-03 16:28:43.287174,0:01:19.303608,browsing,0
2017-08-03 16:28:43.295064,2017-08-03 16:38:43.305058,0:10:00.009994,browsing,-1
2017-08-03 16:38:43.310378,2017-08-03 16:42:54.443196,0:04:11.132818,browsing,0
2017-08-03 16:42:54.450387,2017-08-03 16:45:27.812055,0:02:33.361668,browsing,0
2017-08-03 16:45:27.818858,2017-08-03 18:19:17.875303,1:33:50.056445,meeting,0
2017-08-04 09:15:56.569559,2017-08-04 09:17:32.122551,0:01:35.552992,browsing,0
