start,end,duration,activity,returnCode
2017-08-02 07:28:24.343000,2017-08-02 07:29:32.106000,0:01:07.763000,browsing,0
2017-08-02 07:29:32.106000,2017-08-02 07:31:18.262000,0:01:46.156000,copyFiles,0
2017-08-02 07:31:18.262000,2017-08-02 09:16:22.262000,1:45:04.000000,meeting,0
2017-08-02 09:16:22.262000,2017-08-02 09:17:51.668000,0:01:29.406000,copyFiles,0
2017-08-02 09:17:51.684000,2017-08-02 09:19:58.139000,0:02:06.455000,browsing,0
2017-08-02 09:19:58.139000,2017-08-02 11:24:31.600000,2:04:33.461000,private,-1
2017-08-02 11:24:31.609000,2017-08-02 11:24:45.880000,0:00:14.271000,private,1073807364
2017-08-02 11:32:32.968000,2017-08-02 11:41:35.294000,0:09:02.326000,browsing,0
2017-08-02 11:41:35.310000,2017-08-02 11:47:07.483000,0:05:32.173000,browsing,0
2017-08-02 11:47:07.483000,2017-08-02 11:50:30.358000,0:03:22.875000,copyFiles,0
2017-08-02 11:50:30.389000,2017-08-02 11:56:32.843000,0:06:02.454000,private,0
2017-08-02 11:56:32.843000,2017-08-02 11:56:43.046000,0:00:10.203000,printing,0
2017-08-02 11:56:43.046000,2017-08-02 12:06:43.047000,0:10:00.001000,browsing,-1
2017-08-02 12:06:43.063000,2017-08-02 12:12:34.362000,0:05:51.299000,browsing,0
2017-08-02 12:12:34.362000,2017-08-02 13:33:59.362000,1:21:25.000000,meeting,0
2017-08-02 13:33:59.362000,2017-08-02 13:43:59.371000,0:10:00.009000,private,-1
2017-08-02 13:43:59.378000,2017-08-02 13:44:09.398000,0:00:10.020000,printing,0
2017-08-02 13:44:09.407000,2017-08-02 14:54:28.409000,1:10:19.002000,meeting,0
2017-08-02 14:54:28.420000,2017-08-02 14:55:40.383000,0:01:11.963000,copyFiles,0
2017-08-02 14:55:40.392000,2017-08-02 15:05:40.507000,0:10:00.115000,browsing,-1
2017-08-02 15:05:40.517000,2017-08-02 15:05:49.925000,0:00:09.408000,browsing,0
2017-08-02 15:05:49.931000,2017-08-02 16:27:35.934000,1:21:46.003000,meeting,0
2017-08-02 16:27:35.944000,2017-08-02 16:30:20.569000,0:02:44.625000,private,0
2017-08-02 16:30:20.576000,2017-08-02 16:34:27.924000,0:04:07.348000,browsing,0
2017-08-02 16:34:27.931000,2017-08-02 16:59:45.933000,0:25:18.002000,offline,0
2017-08-02 16:59:45.941000,2017-08-02 17:00:49.069000,0:01:03.128000,copyFiles,0
2017-08-03 07:03:37.703000,2017-08-03 07:12:10.737000,0:08:33.034000,private,0
2017-08-03 07:12:10.737000,2017-08-03 07:22:10.751000,0:10:00.014000,browsing,-1
2017-08-03 07:22:10.760000,2017-08-03 07:23:18.515000,0:01:07.755000,private,0
2017-08-03 07:23:18.515000,2017-08-03 07:32:38.548000,0:09:20.033000,browsing,0
2017-08-03 07:32:38.548000,2017-08-03 07:33:09.403000,0:00:30.855000,browsing,0
2017-08-03 07:33:09.403000,2017-08-03 07:40:31.274000,0:07:21.871000,private,0
2017-08-03 07:40:31.274000,2017-08-03 07:45:14.880000,0:04:43.606000,browsing,0
2017-08-03 07:45:14.880000,2017-08-03 07:50:06.880000,0:04:52.000000,breaks,0
2017-08-03 07:50:06.880000,2017-08-03 08:00:06.895000,0:10:00.015000,private,-1
2017-08-03 08:00:06.904000,2017-08-03 08:32:48.916000,0:32:42.012000,meeting,0
2017-08-03 08:32:48.916000,2017-08-03 08:39:26.366000,0:06:37.450000,browsing,0
2017-08-03 08:39:26.366000,2017-08-03 08:41:08.866000,0:01:42.500000,copyFiles,0
2017-08-03 08:41:08.866000,2017-08-03 08:41:33.131000,0:00:24.265000,mailing,0
2017-08-03 08:41:33.147000,2017-08-03 09:30:24.147000,0:48:51.000000,meeting,0
2017-08-03 09:30:24.147000,2017-08-03 09:31:39.419000,0:01:15.272000,browsing,0
2017-08-03 09:31:39.419000,2017-08-03 09:36:44.252000,0:05:04.833000,browsing,0
2017-08-03 09:36:44.252000,2017-08-03 09:44:11.252000,0:07:27.000000,offline,0
2017-08-03 09:44:11.268000,2017-08-03 09:54:11.281000,0:10:00.013000,browsing,-1
2017-08-03 09:54:11.291000,2017-08-03 10:02:00.608000,0:07:49.317000,private,0
2017-08-03 10:02:00.608000,2017-08-03 10:06:32.608000,0:04:32.000000,breaks,0
2017-08-03 10:06:32.608000,2017-08-03 10:06:42.733000,0:00:10.125000,printing,0
2017-08-03 10:06:42.749000,2017-08-03 10:12:34.688000,0:05:51.939000,browsing,0
2017-08-03 10:12:34.688000,2017-08-03 10:43:20.688000,0:30:46.000000,offline,0
2017-08-03 10:43:20.688000,2017-08-03 10:44:11.204000,0:00:50.516000,mailing,0
2017-08-03 10:44:11.219000,2017-08-03 11:06:21.219000,0:22:10.000000,offline,0
2017-08-03 11:06:21.219000,2017-08-03 11:34:08.235000,0:27:47.016000,meeting,0
2017-08-03 11:34:08.235000,2017-08-03 11:53:43.235000,0:19:35.000000,meeting,0
2017-08-03 11:53:43.266000,2017-08-03 12:47:32.266000,0:53:49.000000,meeting,0
2017-08-03 12:47:32.266000,2017-08-03 12:47:42.297000,0:00:10.031000,printing,0
2017-08-03 12:47:42.313000,2017-08-03 12:50:03.758000,0:02:21.445000,browsing,0
2017-08-03 12:50:03.758000,2017-08-03 12:53:12.758000,0:03:09.000000,breaks,0
2017-08-03 12:53:12.758000,2017-08-03 12:57:22.774000,0:04:10.016000,breaks,0
2017-08-03 12:57:22.774000,2017-08-03 13:03:42.052000,0:06:19.278000,browsing,0
2017-08-03 13:03:42.052000,2017-08-03 13:07:16.945000,0:03:34.893000,private,0
2017-08-03 13:07:16.945000,2017-08-03 13:09:52.385000,0:02:35.440000,private,0
2017-08-03 13:09:52.385000,2017-08-03 13:14:10.437000,0:04:18.052000,browsing,0
2017-08-03 13:14:10.437000,2017-08-03 13:14:18.643000,0:00:08.206000,browsing,0
2017-08-03 13:14:18.643000,2017-08-03 14:45:21.643000,1:31:03.000000,meeting,0
2017-08-03 14:45:21.643000,2017-08-03 14:50:00.858000,0:04:39.215000,browsing,0
2017-08-03 14:50:00.858000,2017-08-03 14:52:21.478000,0:02:20.620000,browsing,0
2017-08-03 14:52:21.478000,2017-08-03 16:49:50.479000,1:57:29.001000,meeting,0
2017-08-03 16:49:50.479000,2017-08-03 16:53:45.495000,0:03:55.016000,breaks,0
2017-08-03 16:53:45.495000,2017-08-03 17:48:35.510000,0:54:50.015000,meeting,0
2017-08-04 07:30:39.296000,2017-08-04 07:40:39.321000,0:10:00.025000,browsing,-1
2017-08-04 07:40:39.329000,2017-08-04 09:39:42.331000,1:59:03.002000,meeting,0
2017-08-04 09:39:42.343000,2017-08-04 09:40:03.369000,0:00:21.026000,mailing,-1
2017-08-04 09:40:03.376000,2017-08-04 09:40:23.459000,0:00:20.083000,printing,0
2017-08-04 09:40:23.467000,2017-08-04 09:40:30.570000,0:00:07.103000,browsing,0
2017-08-04 09:40:30.577000,2017-08-04 09:44:35.579000,0:04:05.002000,breaks,0
2017-08-04 09:44:35.607000,2017-08-04 09:51:49.610000,0:07:14.003000,offline,0
2017-08-04 09:51:49.622000,2017-08-04 09:54:39.625000,0:02:50.003000,breaks,0
