start,end,duration,activity,returnCode
2017-08-02 09:08:41.434280,2017-08-02 09:09:58.298927,0:01:16.864647,browsing,0
2017-08-02 09:09:58.303211,2017-08-02 09:12:21.053141,0:02:22.749930,browsing,0
2017-08-02 09:12:21.060032,2017-08-02 09:49:31.161887,0:37:10.101855,meeting,0
2017-08-02 09:49:31.242393,2017-08-02 09:50:49.623417,0:01:18.381024,browsing,0
2017-08-02 09:50:49.633882,2017-08-02 09:52:17.371314,0:01:27.737432,browsing,0
2017-08-02 09:52:17.377715,2017-08-02 09:53:28.106618,0:01:10.728903,browsing,0
2017-08-02 09:53:28.112747,2017-08-02 09:57:34.214196,0:04:06.101449,breaks,0
2017-08-02 09:57:34.405992,2017-08-02 10:00:36.154055,0:03:01.748063,browsing,0
2017-08-02 10:00:36.160974,2017-08-02 10:03:52.736761,0:03:16.575787,browsing,0
2017-08-02 10:03:52.742504,2017-08-02 10:04:21.681798,0:00:28.939294,browsing,0
2017-08-02 10:04:21.689094,2017-08-02 10:05:22.378486,0:01:00.689392,browsing,0
2017-08-02 10:05:22.385517,2017-08-02 10:06:25.307976,0:01:02.922459,browsing,0
2017-08-02 10:06:25.314307,2017-08-02 10:07:57.684664,0:01:32.370357,mailing,0
2017-08-02 10:07:57.690419,2017-08-02 10:17:57.696072,0:10:00.005653,browsing,-1
2017-08-02 10:17:57.707043,2017-08-02 10:19:32.841175,0:01:35.134132,browsing,0
2017-08-02 10:19:32.847505,2017-08-02 10:22:06.761910,0:02:33.914405,browsing,0
2017-08-02 10:22:06.768152,2017-08-02 10:24:37.728730,0:02:30.960578,browsing,0
2017-08-02 10:24:37.737707,2017-08-02 10:27:08.309005,0:02:30.571298,browsing,0
2017-08-02 10:27:08.318750,2017-08-02 11:06:50.332940,0:39:42.014190,meeting,0
2017-08-02 11:06:50.338227,2017-08-02 11:47:55.437579,0:41:05.099352,meeting,0
2017-08-02 11:47:55.463518,2017-08-02 11:52:06.417965,0:04:10.954447,mailing,0
2017-08-02 11:52:06.424510,2017-08-02 12:35:09.448479,0:43:03.023969,offline,0
2017-08-02 12:35:09.460130,2017-08-02 12:35:34.716591,0:00:25.256461,printing,0
2017-08-02 12:35:34.722212,2017-08-02 12:38:36.497696,0:03:01.775484,browsing,0
2017-08-02 12:38:36.504474,2017-08-02 12:41:35.469713,0:02:58.965239,browsing,0
2017-08-02 12:41:35.476927,2017-08-02 12:43:41.491050,0:02:06.014123,browsing,0
2017-08-02 12:43:41.497947,2017-08-02 12:53:41.505811,0:10:00.007864,browsing,-1
2017-08-02 12:53:41.512780,2017-08-02 12:58:36.549327,0:04:55.036547,private,0
2017-08-02 12:58:36.555640,2017-08-02 13:02:27.511772,0:03:50.956132,browsing,0
2017-08-02 13:02:27.518459,2017-08-02 13:09:56.755659,0:07:29.237200,browsing,0
2017-08-02 13:09:56.762173,2017-08-02 13:10:47.187903,0:00:50.425730,mailing,0
2017-08-02 13:10:47.193489,2017-08-02 13:49:22.293896,0:38:35.100407,offline,0
2017-08-02 13:49:22.301922,2017-08-02 13:51:55.327940,0:02:33.026018,browsing,0
2017-08-02 13:51:55.334843,2017-08-02 13:52:56.736582,0:01:01.401739,mailing,0
2017-08-02 13:52:56.742561,2017-08-02 13:56:46.071216,0:03:49.328655,browsing,0
2017-08-02 13:56:46.077564,2017-08-02 13:57:46.258610,0:01:00.181046,browsing,0
2017-08-02 13:57:46.277828,2017-08-02 13:58:38.880859,0:00:52.603031,browsing,0
2017-08-02 13:58:38.900185,2017-08-02 14:05:07.479573,0:06:28.579388,browsing,0
2017-08-02 14:05:07.486196,2017-08-02 14:44:21.582395,0:39:14.096199,offline,0
2017-08-02 14:44:21.595336,2017-08-02 14:47:17.978716,0:02:56.383380,private,0
2017-08-02 14:47:17.985737,2017-08-02 14:52:00.346850,0:04:42.361113,browsing,0
2017-08-02 14:52:00.353740,2017-08-02 14:53:22.101661,0:01:21.747921,browsing,0
2017-08-02 14:53:22.108939,2017-08-02 14:53:30.250749,0:00:08.141810,browsing,0
2017-08-02 14:53:30.257377,2017-08-02 14:55:01.330175,0:01:31.072798,mailing,0
2017-08-02 14:55:01.336001,2017-08-02 14:57:49.415881,0:02:48.079880,browsing,0
2017-08-02 14:57:49.422806,2017-08-02 14:59:22.088161,0:01:32.665355,mailing,0
2017-08-02 14:59:22.093727,2017-08-02 16:09:35.181950,1:10:13.088223,meeting,0
2017-08-03 09:08:10.760872,2017-08-03 09:34:25.861857,0:26:15.100985,offline,0
2017-08-03 09:34:25.866980,2017-08-03 09:37:43.487948,0:03:17.620968,browsing,0
2017-08-03 09:37:43.495577,2017-08-03 10:33:37.596926,0:55:54.101349,meeting,0
2017-08-03 10:33:37.604589,2017-08-03 11:36:33.706088,1:02:56.101499,meeting,0
2017-08-03 11:36:33.713975,2017-08-03 11:37:01.157052,0:00:27.443077,browsing,0
2017-08-03 11:37:01.164041,2017-08-03 11:38:57.044893,0:01:55.880852,private,0
2017-08-03 11:38:57.051981,2017-08-03 11:40:08.413047,0:01:11.361066,browsing,0
2017-08-03 11:40:08.419891,2017-08-03 11:42:30.893780,0:02:22.473889,browsing,0
2017-08-03 11:42:30.925496,2017-08-03 11:45:13.499338,0:02:42.573842,mailing,0
2017-08-03 11:45:13.505086,2017-08-03 11:45:40.997222,0:00:27.492136,browsing,0
2017-08-03 11:45:41.004412,2017-08-03 11:45:48.299517,0:00:07.295105,browsing,0
