start,end,duration,activity,returnCode
2017-08-02 15:19:15.515000,2017-08-02 15:21:58.515000,0:02:43.000000,breaks,0
2017-08-02 15:21:58.515000,2017-08-02 15:22:45.250000,0:00:46.735000,mailing,0
2017-08-02 15:22:45.250000,2017-08-02 15:25:04.185000,0:02:18.935000,browsing,0
2017-08-02 15:25:04.185000,2017-08-02 15:25:54.216000,0:00:50.031000,copyFiles,0
2017-08-02 15:25:54.216000,2017-08-02 15:32:48.253000,0:06:54.037000,browsing,0
2017-08-02 15:32:48.253000,2017-08-02 15:41:11.140000,0:08:22.887000,browsing,0
2017-08-02 15:41:11.140000,2017-08-02 15:42:19.448000,0:01:08.308000,browsing,0
2017-08-02 15:42:19.448000,2017-08-02 15:44:36.495000,0:02:17.047000,copyFiles,0
2017-08-02 15:44:36.510000,2017-08-02 16:14:19.510000,0:29:43.000000,offline,0
2017-08-02 16:14:19.510000,2017-08-02 16:16:56.270000,0:02:36.760000,browsing,0
2017-08-02 16:16:56.270000,2017-08-02 16:25:43.103000,0:08:46.833000,browsing,0
2017-08-02 16:25:43.103000,2017-08-02 17:06:47.103000,0:41:04.000000,offline,0
2017-08-02 17:06:47.103000,2017-08-02 17:16:32.558000,0:09:45.455000,browsing,0
2017-08-02 17:16:32.558000,2017-08-02 17:33:40.558000,0:17:08.000000,offline,0
2017-08-02 17:33:40.558000,2017-08-02 17:34:49.199000,0:01:08.641000,copyFiles,0
2017-08-02 17:34:49.214000,2017-08-02 17:42:13.154000,0:07:23.940000,browsing,0
2017-08-02 17:42:13.154000,2017-08-02 17:43:07.046000,0:00:53.892000,browsing,0
2017-08-02 17:43:07.046000,2017-08-02 17:59:41.984000,0:16:34.938000,copyFiles,0
2017-08-02 17:59:42,2017-08-02 18:09:42.064000,0:10:00.064000,private,-1
2017-08-02 18:09:42.074000,2017-08-02 18:18:20.588000,0:08:38.514000,browsing,0
2017-08-02 18:18:20.599000,2017-08-02 18:21:14.601000,0:02:54.002000,breaks,0
2017-08-02 18:21:14.614000,2017-08-02 18:21:43.035000,0:00:28.421000,private,0
2017-08-02 18:21:43.043000,2017-08-02 18:22:20.872000,0:00:37.829000,browsing,0
2017-08-02 18:22:20.880000,2017-08-02 18:24:17.882000,0:01:57.002000,breaks,0
2017-08-02 18:24:17.895000,2017-08-02 18:28:44.900000,0:04:27.005000,breaks,0
2017-08-02 18:28:44.913000,2017-08-02 18:31:31.505000,0:02:46.592000,browsing,0
2017-08-02 18:31:31.514000,2017-08-02 18:33:59.865000,0:02:28.351000,copyFiles,0
2017-08-02 18:33:59.875000,2017-08-02 18:39:50.415000,0:05:50.540000,copyFiles,0
2017-08-02 18:39:50.424000,2017-08-02 18:41:31.490000,0:01:41.066000,mailing,0
2017-08-02 18:41:31.498000,2017-08-02 19:29:27.500000,0:47:56.002000,offline,0
2017-08-04 09:17:04.375000,2017-08-04 09:19:01.691000,0:01:57.316000,private,0
2017-08-04 09:19:01.691000,2017-08-04 10:05:52.691000,0:46:51.000000,offline,0
2017-08-04 10:05:52.691000,2017-08-04 10:10:51.780000,0:04:59.089000,browsing,0
2017-08-04 10:10:51.780000,2017-08-04 10:19:05.578000,0:08:13.798000,browsing,0
2017-08-04 10:19:05.578000,2017-08-04 10:19:13.408000,0:00:07.830000,browsing,0
2017-08-04 10:19:13.408000,2017-08-04 10:19:33.580000,0:00:20.172000,printing,0
2017-08-04 10:19:33.580000,2017-08-04 10:19:45.582000,0:00:12.002000,browsing,0
2017-08-04 10:19:45.582000,2017-08-04 10:59:24.582000,0:39:39.000000,offline,0
2017-08-04 10:59:24.582000,2017-08-04 12:52:40.582000,1:53:16.000000,meeting,0
2017-08-04 12:52:40.582000,2017-08-04 12:57:28.457000,0:04:47.875000,private,0
2017-08-04 12:57:28.550000,2017-08-04 12:59:25.318000,0:01:56.768000,browsing,0
2017-08-04 12:59:25.318000,2017-08-04 12:59:45.333000,0:00:20.015000,printing,0
2017-08-04 12:59:45.333000,2017-08-04 13:04:37.312000,0:04:51.979000,browsing,0
2017-08-04 13:04:37.312000,2017-08-04 13:10:43.251000,0:06:05.939000,private,0
2017-08-04 13:10:43.251000,2017-08-04 13:11:03.283000,0:00:20.032000,printing,0
2017-08-04 13:11:03.283000,2017-08-04 13:21:03.357000,0:10:00.074000,browsing,-1
2017-08-04 13:21:03.366000,2017-08-04 13:21:23.406000,0:00:20.040000,printing,0
2017-08-04 13:21:23.412000,2017-08-04 13:28:24.512000,0:07:01.100000,copyFiles,0
2017-08-04 13:28:24.519000,2017-08-04 13:28:31.237000,0:00:06.718000,browsing,0
2017-08-04 13:28:31.243000,2017-08-04 13:31:58.245000,0:03:27.002000,breaks,0
2017-08-04 13:31:58.252000,2017-08-04 13:41:18.888000,0:09:20.636000,private,0
2017-08-04 13:41:18.895000,2017-08-04 13:41:27.052000,0:00:08.157000,browsing,0
2017-08-04 13:41:27.058000,2017-08-04 14:05:10.060000,0:23:43.002000,offline,0
2017-08-04 14:05:10.068000,2017-08-04 14:05:20.091000,0:00:10.023000,printing,0
2017-08-04 14:05:20.098000,2017-08-04 14:06:40.093000,0:01:19.995000,browsing,0
2017-08-04 14:06:40.100000,2017-08-04 14:08:26.541000,0:01:46.441000,browsing,0
2017-08-04 14:08:26.547000,2017-08-04 14:10:40.586000,0:02:14.039000,browsing,0
2017-08-04 14:10:40.594000,2017-08-04 14:11:00.628000,0:00:20.034000,printing,0
2017-08-04 14:11:00.635000,2017-08-04 15:01:51.636000,0:50:51.001000,meeting,0
2017-08-04 15:01:51.652000,2017-08-04 15:03:25.549000,0:01:33.897000,browsing,0
2017-08-04 15:03:25.564000,2017-08-04 15:03:55.614000,0:00:30.050000,printing,0
2017-08-04 15:03:55.643000,2017-08-04 15:04:16.649000,0:00:21.006000,mailing,-1
2017-08-04 15:04:16.657000,2017-08-04 15:04:37.657000,0:00:21.000000,mailing,-1
2017-08-04 15:04:37.665000,2017-08-04 15:09:23.686000,0:04:46.021000,browsing,0
2017-08-04 15:09:23.694000,2017-08-04 15:18:21.031000,0:08:57.337000,private,0
2017-08-04 15:18:21.038000,2017-08-04 15:18:42.051000,0:00:21.013000,mailing,-1
2017-08-04 15:18:42.060000,2017-08-04 15:20:54.062000,0:02:12.002000,breaks,0
