start,end,duration,activity,returnCode
2017-08-02 13:34:24.671000,2017-08-02 13:39:48.843000,0:05:24.172000,copyFiles,0
2017-08-02 13:39:48.859000,2017-08-02 13:42:16.064000,0:02:27.205000,browsing,0
2017-08-02 13:42:16.064000,2017-08-02 14:42:27.074000,1:00:11.010000,meeting,0
2017-08-02 14:42:27.074000,2017-08-02 14:48:23.330000,0:05:56.256000,private,0
2017-08-02 14:48:23.330000,2017-08-02 14:48:33.455000,0:00:10.125000,printing,0
2017-08-02 14:48:33.455000,2017-08-02 14:51:31.957000,0:02:58.502000,private,0
2017-08-02 14:51:31.957000,2017-08-02 14:53:03.037000,0:01:31.080000,browsing,0
2017-08-02 14:53:03.037000,2017-08-02 16:24:41.037000,1:31:38.000000,meeting,0
2017-08-02 16:24:41.037000,2017-08-02 16:24:59.867000,0:00:18.830000,browsing,0
2017-08-02 16:24:59.867000,2017-08-02 17:06:00.867000,0:41:01.000000,offline,0
2017-08-02 17:06:00.867000,2017-08-02 17:08:33.154000,0:02:32.287000,browsing,0
2017-08-02 17:08:33.154000,2017-08-02 17:11:52.294000,0:03:19.140000,private,0
2017-08-02 17:11:52.294000,2017-08-02 17:13:44.310000,0:01:52.016000,copyFiles,0
2017-08-02 17:13:44.326000,2017-08-02 17:14:02.656000,0:00:18.330000,browsing,0
2017-08-02 17:14:02.656000,2017-08-02 17:15:44.640000,0:01:41.984000,mailing,0
2017-08-02 17:15:44.656000,2017-08-02 17:25:44.697000,0:10:00.041000,private,-1
2017-08-02 17:25:44.712000,2017-08-02 17:35:07.828000,0:09:23.116000,browsing,0
2017-08-02 17:35:07.837000,2017-08-02 17:42:47.010000,0:07:39.173000,private,0
2017-08-02 17:42:47.019000,2017-08-02 17:42:55.500000,0:00:08.481000,browsing,0
2017-08-02 17:42:55.506000,2017-08-02 17:43:15.594000,0:00:20.088000,printing,0
2017-08-02 17:43:15.602000,2017-08-02 17:47:52.615000,0:04:37.013000,breaks,0
2017-08-02 17:47:52.615000,2017-08-02 17:50:56.630000,0:03:04.015000,breaks,0
2017-08-02 17:50:56.646000,2017-08-02 17:55:56.958000,0:05:00.312000,copyFiles,0
2017-08-02 17:55:56.958000,2017-08-02 17:56:17.027000,0:00:20.069000,printing,0
2017-08-02 17:56:17.036000,2017-08-02 17:58:02.208000,0:01:45.172000,browsing,0
2017-08-02 17:58:02.217000,2017-08-02 17:59:03.453000,0:01:01.236000,mailing,0
2017-08-02 17:59:03.461000,2017-08-02 18:01:16.473000,0:02:13.012000,breaks,0
2017-08-02 18:01:16.473000,2017-08-02 19:11:16.473000,1:10:00.000000,meeting,0
2017-08-03 08:12:39.937000,2017-08-03 08:19:55.363000,0:07:15.426000,private,0
2017-08-03 08:19:55.363000,2017-08-03 08:20:05.425000,0:00:10.062000,printing,0
2017-08-03 08:20:05.425000,2017-08-03 08:22:59.425000,0:02:54.000000,breaks,0
2017-08-03 08:22:59.425000,2017-08-03 08:33:30.441000,0:10:31.016000,offline,0
2017-08-03 08:33:30.441000,2017-08-03 08:37:52.457000,0:04:22.016000,breaks,0
2017-08-03 08:37:52.457000,2017-08-03 08:39:29.783000,0:01:37.326000,browsing,0
2017-08-03 08:39:29.783000,2017-08-03 08:42:19.798000,0:02:50.015000,breaks,0
2017-08-03 08:42:19.798000,2017-08-03 08:52:19.828000,0:10:00.030000,private,-1
2017-08-03 08:52:19.845000,2017-08-03 08:53:43.846000,0:01:24.001000,breaks,0
2017-08-03 08:53:43.856000,2017-08-03 08:55:39.497000,0:01:55.641000,copyFiles,0
2017-08-03 08:55:39.505000,2017-08-03 09:03:10.507000,0:07:31.002000,offline,0
2017-08-03 09:03:10.518000,2017-08-03 09:17:00.526000,0:13:50.008000,offline,0
2017-08-03 09:17:00.537000,2017-08-03 09:19:43.937000,0:02:43.400000,copyFiles,0
2017-08-03 09:19:43.946000,2017-08-03 09:29:43.969000,0:10:00.023000,browsing,-1
2017-08-03 09:29:43.976000,2017-08-03 09:30:54.158000,0:01:10.182000,printing,0
2017-08-03 09:30:54.168000,2017-08-03 09:33:08.021000,0:02:13.853000,copyFiles,0
2017-08-03 09:33:08.029000,2017-08-03 10:21:31.031000,0:48:23.002000,meeting,0
2017-08-03 10:21:31.041000,2017-08-03 10:21:39.718000,0:00:08.677000,browsing,0
2017-08-03 10:21:39.726000,2017-08-03 10:26:22.727000,0:04:43.001000,breaks,0
2017-08-03 10:26:22.738000,2017-08-03 10:32:52.973000,0:06:30.235000,browsing,0
2017-08-03 10:32:52.982000,2017-08-03 10:42:53.001000,0:10:00.019000,private,-1
2017-08-03 10:42:53.013000,2017-08-03 10:43:02.798000,0:00:09.785000,browsing,0
2017-08-03 10:43:02.819000,2017-08-03 10:53:02.844000,0:10:00.025000,private,-1
2017-08-03 10:53:02.861000,2017-08-03 11:50:07.863000,0:57:05.002000,meeting,0
2017-08-03 11:50:07.873000,2017-08-03 12:28:20.878000,0:38:13.005000,offline,0
2017-08-03 12:28:20.890000,2017-08-03 12:28:32.357000,0:00:11.467000,browsing,0
2017-08-03 12:28:32.369000,2017-08-03 12:38:32.411000,0:10:00.042000,browsing,-1
2017-08-03 12:38:32.434000,2017-08-03 12:39:40.007000,0:01:07.573000,browsing,0
2017-08-03 12:39:40.016000,2017-08-03 12:40:45.936000,0:01:05.920000,browsing,0
2017-08-03 12:40:45.945000,2017-08-03 12:41:49.312000,0:01:03.367000,mailing,0
2017-08-03 12:41:49.335000,2017-08-03 12:44:54.337000,0:03:05.002000,breaks,0
2017-08-03 12:44:54.346000,2017-08-03 12:45:02.458000,0:00:08.112000,browsing,0
2017-08-03 12:45:02.463000,2017-08-03 12:46:30.107000,0:01:27.644000,browsing,0
2017-08-03 12:46:30.116000,2017-08-03 12:47:39.118000,0:01:09.002000,breaks,0
2017-08-03 12:47:39.127000,2017-08-03 12:52:10.465000,0:04:31.338000,browsing,0
2017-08-03 12:52:10.474000,2017-08-03 12:52:15.787000,0:00:05.313000,browsing,0
2017-08-03 12:52:15.793000,2017-08-03 12:53:52.022000,0:01:36.229000,browsing,0
2017-08-03 12:53:52.032000,2017-08-03 13:11:30.511000,0:17:38.479000,copyFiles,0
2017-08-03 13:11:30.522000,2017-08-03 13:13:35.280000,0:02:04.758000,copyFiles,0
2017-08-03 13:13:35.290000,2017-08-03 14:03:56.291000,0:50:21.001000,meeting,0
2017-08-03 14:03:56.301000,2017-08-03 14:04:04.437000,0:00:08.136000,browsing,0
2017-08-03 14:04:04.444000,2017-08-03 14:51:51.446000,0:47:47.002000,offline,0
2017-08-03 14:51:51.458000,2017-08-03 14:56:35.055000,0:04:43.597000,private,0
2017-08-03 14:56:35.065000,2017-08-03 15:06:15.274000,0:09:40.209000,browsing,0
2017-08-03 15:06:15.285000,2017-08-03 15:10:02.295000,0:03:47.010000,browsing,0
2017-08-03 15:10:02.303000,2017-08-03 15:13:46.305000,0:03:44.002000,breaks,0
2017-08-03 15:13:46.315000,2017-08-03 15:19:53.642000,0:06:07.327000,browsing,0
2017-08-03 15:19:53.652000,2017-08-03 15:23:05.657000,0:03:12.005000,breaks,0
2017-08-03 15:23:05.668000,2017-08-03 15:24:43.846000,0:01:38.178000,copyFiles,0
2017-08-03 15:24:43.855000,2017-08-03 15:25:28.932000,0:00:45.077000,browsing,0
2017-08-03 15:25:28.941000,2017-08-03 15:30:19.642000,0:04:50.701000,copyFiles,0
2017-08-03 15:30:19.651000,2017-08-03 16:24:18.652000,0:53:59.001000,meeting,0
2017-08-03 16:24:18.663000,2017-08-03 16:25:41.191000,0:01:22.528000,mailing,0
2017-08-03 16:25:41.201000,2017-08-03 16:35:41.275000,0:10:00.074000,browsing,-1
2017-08-03 16:35:41.450000,2017-08-03 16:39:37.746000,0:03:56.296000,browsing,0
2017-08-03 16:39:37.759000,2017-08-03 16:42:19.442000,0:02:41.683000,browsing,0
2017-08-03 16:42:19.456000,2017-08-03 16:43:54.353000,0:01:34.897000,browsing,0
2017-08-03 16:43:54.364000,2017-08-03 16:53:54.522000,0:10:00.158000,browsing,-1
2017-08-03 16:53:54.849000,2017-08-03 16:55:05.798000,0:01:10.949000,printing,0
2017-08-03 16:55:05.993000,2017-08-03 16:56:24.436000,0:01:18.443000,browsing,0
2017-08-03 16:56:24.446000,2017-08-03 16:56:34.480000,0:00:10.034000,printing,0
2017-08-03 16:56:34.500000,2017-08-03 17:15:51.503000,0:19:17.003000,offline,0
2017-08-03 17:15:51.569000,2017-08-03 17:25:13.467000,0:09:21.898000,private,0
2017-08-03 17:25:13.525000,2017-08-03 17:35:13.694000,0:10:00.169000,private,-1
