start,end,duration,activity,returnCode
2017-08-02 06:01:59.273119,2017-08-02 06:06:03.727664,0:04:04.454545,browsing,0
2017-08-02 06:06:03.733991,2017-08-02 06:20:16.446051,0:14:12.712060,copyFiles,0
2017-08-02 06:20:16.451928,2017-08-02 06:21:07.016528,0:00:50.564600,mailing,0
2017-08-02 06:21:07.021492,2017-08-02 06:27:12.198647,0:06:05.177155,private,0
2017-08-02 06:27:12.204849,2017-08-02 06:28:54.633031,0:01:42.428182,browsing,0
2017-08-02 06:28:54.639275,2017-08-02 06:29:49.960313,0:00:55.321038,browsing,0
2017-08-02 06:29:49.966354,2017-08-02 06:30:40.672468,0:00:50.706114,mailing,0
2017-08-02 06:30:40.678180,2017-08-02 06:32:08.767065,0:01:28.088885,offline,0
2017-08-02 06:32:08.773800,2017-08-02 06:32:42.427919,0:00:33.654119,browsing,0
2017-08-02 06:32:42.433256,2017-08-02 06:42:56.534756,0:10:14.101500,offline,0
2017-08-02 06:42:56.541878,2017-08-02 06:47:47.644222,0:04:51.102344,breaks,0
2017-08-02 06:47:47.651214,2017-08-02 06:50:15.377352,0:02:27.726138,browsing,0
2017-08-02 06:50:15.383373,2017-08-02 06:52:29.954655,0:02:14.571282,browsing,0
2017-08-02 06:52:29.960821,2017-08-02 06:55:47.670236,0:03:17.709415,browsing,0
2017-08-02 06:55:47.676497,2017-08-02 06:56:47.211267,0:00:59.534770,browsing,0
2017-08-02 06:56:47.217337,2017-08-02 06:59:29.900325,0:02:42.682988,browsing,0
2017-08-02 06:59:29.906263,2017-08-02 07:09:18.931895,0:09:49.025632,browsing,0
2017-08-02 07:09:18.938142,2017-08-02 07:10:39.920899,0:01:20.982757,browsing,0
2017-08-02 07:10:39.927640,2017-08-02 08:41:32.029189,1:30:52.101549,meeting,0
2017-08-02 08:41:32.034866,2017-08-02 08:55:13.136371,0:13:41.101505,offline,0
2017-08-02 08:55:13.142549,2017-08-02 08:58:29.244167,0:03:16.101618,breaks,0
2017-08-02 08:58:29.250448,2017-08-02 08:58:44.504845,0:00:15.254397,browsing,0
2017-08-02 08:58:44.510486,2017-08-02 10:26:00.612364,1:27:16.101878,meeting,0
2017-08-02 10:26:00.618832,2017-08-02 10:56:12.720670,0:30:12.101838,offline,0
2017-08-02 10:56:12.727695,2017-08-02 10:56:49.695011,0:00:36.967316,browsing,0
2017-08-02 10:56:49.700673,2017-08-02 10:58:49.037624,0:01:59.336951,browsing,0
2017-08-02 10:58:49.043405,2017-08-02 11:48:04.145021,0:49:15.101616,offline,0
2017-08-02 11:48:04.159274,2017-08-02 11:58:04.164744,0:10:00.005470,browsing,-1
2017-08-02 11:58:04.170809,2017-08-02 11:59:22.103325,0:01:17.932516,browsing,0
2017-08-02 11:59:22.138326,2017-08-02 12:02:34.162691,0:03:12.024365,breaks,0
2017-08-02 12:02:34.169128,2017-08-02 12:06:39.310234,0:04:05.141106,browsing,0
2017-08-02 12:06:39.315867,2017-08-02 12:11:12.988698,0:04:33.672831,browsing,0
2017-08-02 12:11:12.993756,2017-08-02 12:33:52.998103,0:22:40.004347,breaks,0
2017-08-02 12:33:53.004750,2017-08-02 12:38:18.014983,0:04:25.010233,breaks,0
2017-08-02 12:38:18.021460,2017-08-02 12:41:18.130563,0:03:00.109103,browsing,0
2017-08-02 12:41:18.136416,2017-08-02 13:08:52.226544,0:27:34.090128,offline,0
2017-08-02 13:08:52.233850,2017-08-02 13:10:32.672185,0:01:40.438335,browsing,0
2017-08-02 13:10:32.678500,2017-08-02 13:10:53.264415,0:00:20.585915,browsing,0
