start,end,duration,activity,returnCode
2017-08-02 06:05:20.339148,2017-08-02 06:28:18.437732,0:22:58.098584,offline,0
2017-08-02 06:28:18.443270,2017-08-02 07:05:35.544644,0:37:17.101374,offline,0
2017-08-02 07:05:35.551638,2017-08-02 07:09:40.354497,0:04:04.802859,browsing,0
2017-08-02 07:09:40.360914,2017-08-02 07:10:31.102703,0:00:50.741789,mailing,0
2017-08-02 07:10:31.107735,2017-08-02 07:38:59.208812,0:28:28.101077,offline,0
2017-08-02 07:38:59.216175,2017-08-02 08:28:49.317955,0:49:50.101780,offline,0
2017-08-02 08:28:49.325489,2017-08-02 08:32:13.283956,0:03:23.958467,browsing,0
2017-08-02 08:32:13.290301,2017-08-02 08:33:04.296815,0:00:51.006514,mailing,0
2017-08-02 08:33:04.302018,2017-08-02 08:34:15.714628,0:01:11.412610,mailing,0
2017-08-02 08:34:15.719870,2017-08-02 08:35:11.939868,0:00:56.219998,copyFiles,0
2017-08-02 08:35:11.945694,2017-08-02 09:40:59.046757,1:05:47.101063,meeting,0
2017-08-02 09:40:59.053550,2017-08-02 10:20:57.155118,0:39:58.101568,meeting,0
2017-08-02 10:20:57.160704,2017-08-02 12:00:46.211798,1:39:49.051094,meeting,0
2017-08-02 12:00:46.218886,2017-08-02 12:02:47.911923,0:02:01.693037,browsing,0
2017-08-02 12:02:47.918640,2017-08-02 12:07:12.993023,0:04:25.074383,browsing,0
2017-08-02 12:07:13.001533,2017-08-02 12:52:34.103094,0:45:21.101561,offline,0
2017-08-02 12:52:34.109872,2017-08-02 12:55:29.211930,0:02:55.102058,breaks,0
2017-08-02 12:55:29.217878,2017-08-02 12:56:27.052527,0:00:57.834649,private,0
2017-08-02 12:56:27.061269,2017-08-02 12:58:29.954895,0:02:02.893626,private,0
2017-08-02 12:58:29.960782,2017-08-02 12:59:03.775146,0:00:33.814364,browsing,0
2017-08-02 12:59:03.804628,2017-08-02 14:55:02.906229,1:55:59.101601,meeting,0
2017-08-02 14:55:02.913351,2017-08-02 15:05:02.919396,0:10:00.006045,browsing,-1
2017-08-02 15:05:02.925095,2017-08-02 15:10:39.026216,0:05:36.101121,offline,0
2017-08-02 15:10:39.033180,2017-08-02 15:11:29.564424,0:00:50.531244,mailing,0
2017-08-02 15:11:29.569559,2017-08-02 15:29:59.659015,0:18:30.089456,meeting,0
2017-08-02 15:29:59.665323,2017-08-02 15:31:42.145101,0:01:42.479778,browsing,0
2017-08-02 15:31:42.155039,2017-08-02 16:19:10.205783,0:47:28.050744,meeting,0
2017-08-02 16:19:10.212921,2017-08-02 16:44:35.314657,0:25:25.101736,offline,0
2017-08-02 16:44:35.322222,2017-08-02 16:46:27.414131,0:01:52.091909,browsing,0
2017-08-02 16:46:27.420323,2017-08-02 16:49:30.582428,0:03:03.162105,browsing,0
2017-08-02 16:49:30.589489,2017-08-02 17:48:09.685341,0:58:39.095852,meeting,0
2017-08-02 17:48:09.692884,2017-08-02 17:49:14.657177,0:01:04.964293,browsing,0
2017-08-02 17:49:14.663252,2017-08-02 17:51:55.017433,0:02:40.354181,browsing,0
