start,end,duration,activity,returnCode
2017-08-02 09:01:24.783984,2017-08-02 09:07:29.694234,0:06:04.910250,private,0
2017-08-02 09:07:29.699720,2017-08-02 09:57:16.801427,0:49:47.101707,offline,0
2017-08-02 09:57:16.809219,2017-08-02 10:01:25.891755,0:04:09.082536,copyFiles,0
2017-08-02 10:01:25.898457,2017-08-02 10:01:52.232331,0:00:26.333874,browsing,0
2017-08-02 10:01:52.238210,2017-08-02 10:02:17.815724,0:00:25.577514,printing,0
2017-08-02 10:02:17.820868,2017-08-02 10:11:25.874368,0:09:08.053500,copyFiles,0
2017-08-02 10:11:25.880922,2017-08-02 10:13:58.172604,0:02:32.291682,browsing,0
2017-08-02 10:13:58.178734,2017-08-02 10:16:07.896594,0:02:09.717860,browsing,0
2017-08-02 10:16:07.903871,2017-08-02 11:00:15.005751,0:44:07.101880,offline,0
2017-08-02 11:00:15.014342,2017-08-02 11:00:36.943550,0:00:21.929208,browsing,0
2017-08-02 11:00:36.950901,2017-08-02 11:00:57.539888,0:00:20.588987,copyFiles,0
2017-08-02 11:00:57.545097,2017-08-02 11:01:48.422409,0:00:50.877312,mailing,0
2017-08-02 11:01:48.428232,2017-08-02 11:02:42.887184,0:00:54.458952,browsing,0
2017-08-02 11:02:42.894527,2017-08-02 11:06:23.986322,0:03:41.091795,breaks,0
2017-08-02 11:06:23.993994,2017-08-02 11:08:03.541168,0:01:39.547174,browsing,0
2017-08-02 11:08:03.548174,2017-08-02 11:14:09.901608,0:06:06.353434,private,0
2017-08-02 11:14:09.911860,2017-08-02 11:18:48.954300,0:04:39.042440,breaks,0
2017-08-02 11:18:48.964123,2017-08-02 12:02:47.065840,0:43:58.101717,meeting,0
2017-08-02 12:02:47.073506,2017-08-02 12:10:07.175361,0:07:20.101855,offline,0
2017-08-02 12:10:07.182754,2017-08-02 12:11:08.682725,0:01:01.499971,mailing,0
2017-08-02 12:11:08.688165,2017-08-02 12:15:00.126393,0:03:51.438228,copyFiles,0
2017-08-02 12:15:00.131678,2017-08-02 12:17:26.903872,0:02:26.772194,private,0
2017-08-02 12:17:26.911478,2017-08-02 12:19:37.430102,0:02:10.518624,browsing,0
2017-08-02 12:19:37.437216,2017-08-02 12:26:25.697414,0:06:48.260198,browsing,0
2017-08-02 12:26:25.703403,2017-08-02 14:21:22.805444,1:54:57.102041,meeting,0
2017-08-02 14:21:22.814919,2017-08-02 14:29:09.606225,0:07:46.791306,private,0
2017-08-02 14:29:09.613477,2017-08-02 15:03:20.715334,0:34:11.101857,meeting,0
2017-08-02 15:03:20.722850,2017-08-02 15:04:11.439803,0:00:50.716953,mailing,0
2017-08-02 15:04:11.446926,2017-08-02 15:05:32.231193,0:01:20.784267,mailing,0
2017-08-02 15:05:32.237166,2017-08-02 15:06:42.842513,0:01:10.605347,mailing,0
2017-08-02 15:06:42.848323,2017-08-02 15:07:43.686797,0:01:00.838474,mailing,0
2017-08-02 15:07:43.692717,2017-08-02 15:11:14.421375,0:03:30.728658,browsing,0
2017-08-02 15:11:14.432193,2017-08-02 15:14:51.135000,0:03:36.702807,copyFiles,0
2017-08-02 15:14:51.141167,2017-08-02 15:24:09.624138,0:09:18.482971,copyFiles,0
2017-08-02 15:24:09.631451,2017-08-02 15:25:10.174343,0:01:00.542892,mailing,0
2017-08-02 15:25:10.179618,2017-08-02 15:35:55.280790,0:10:45.101172,meeting,0
2017-08-02 15:35:55.288377,2017-08-02 15:39:38.831369,0:03:43.542992,copyFiles,0
2017-08-02 15:39:38.836332,2017-08-02 15:53:04.956830,0:13:26.120498,copyFiles,0
2017-08-02 15:53:04.963122,2017-08-02 15:54:39.031863,0:01:34.068741,copyFiles,0
