start,end,duration,activity,returnCode
2017-08-02 08:05:33.695350,2017-08-02 08:05:49.133388,0:00:15.438038,printing,0
2017-08-02 08:05:49.157045,2017-08-02 09:00:47.258399,0:54:58.101354,meeting,0
2017-08-02 09:00:47.264385,2017-08-02 09:05:22.544394,0:04:35.280009,browsing,0
2017-08-02 09:05:22.563877,2017-08-02 09:08:28.666169,0:03:06.102292,breaks,0
2017-08-02 09:08:28.676100,2017-08-02 09:09:57.954161,0:01:29.278061,browsing,0
2017-08-02 09:09:57.959786,2017-08-02 09:11:07.768326,0:01:09.808540,browsing,0
2017-08-02 09:11:07.774579,2017-08-02 09:13:00.605573,0:01:52.830994,private,0
2017-08-02 09:13:00.613239,2017-08-02 09:24:43.095689,0:11:42.482450,copyFiles,0
2017-08-02 09:24:43.101741,2017-08-02 09:29:10.202727,0:04:27.100986,breaks,0
2017-08-02 09:29:10.209831,2017-08-02 09:33:07.311432,0:03:57.101601,breaks,0
2017-08-02 09:33:07.323227,2017-08-02 09:36:01.127230,0:02:53.804003,browsing,0
2017-08-02 09:36:01.134297,2017-08-02 09:36:15.992553,0:00:14.858256,browsing,0
2017-08-02 09:36:16.000276,2017-08-02 09:37:22.986257,0:01:06.985981,browsing,0
2017-08-02 09:37:22.993777,2017-08-02 09:40:06.716056,0:02:43.722279,private,0
2017-08-02 09:40:06.721590,2017-08-02 09:42:46.373595,0:02:39.652005,private,0
2017-08-02 09:42:46.380454,2017-08-02 09:44:48.925960,0:02:02.545506,private,0
2017-08-02 09:44:48.930942,2017-08-02 09:45:14.013033,0:00:25.082091,printing,0
2017-08-02 09:45:14.019532,2017-08-02 09:46:16.900479,0:01:02.880947,browsing,0
2017-08-02 09:46:16.906814,2017-08-02 09:50:59.746628,0:04:42.839814,browsing,0
2017-08-02 09:50:59.753070,2017-08-02 09:53:49.465045,0:02:49.711975,browsing,0
2017-08-02 09:53:49.471922,2017-08-02 09:56:19.573809,0:02:30.101887,breaks,0
2017-08-02 09:56:19.581557,2017-08-02 09:57:57.681566,0:01:38.100009,breaks,0
2017-08-02 09:57:57.687644,2017-08-02 11:45:19.789707,1:47:22.102063,meeting,0
2017-08-02 11:45:19.806047,2017-08-02 11:52:47.406002,0:07:27.599955,copyFiles,0
2017-08-02 11:52:47.413737,2017-08-02 12:02:01.736061,0:09:14.322324,copyFiles,0
2017-08-02 12:02:01.747961,2017-08-02 12:03:03.199061,0:01:01.451100,mailing,0
2017-08-02 12:03:03.205977,2017-08-02 12:08:50.255230,0:05:47.049253,browsing,0
2017-08-02 12:08:50.262888,2017-08-02 12:09:56.330824,0:01:06.067936,breaks,0
2017-08-02 12:09:56.337611,2017-08-02 12:10:46.665612,0:00:50.328001,browsing,0
2017-08-02 12:10:46.673935,2017-08-02 12:13:16.658670,0:02:29.984735,browsing,0
2017-08-02 12:13:16.667277,2017-08-02 13:17:24.769505,1:04:08.102228,meeting,0
2017-08-02 13:17:24.776943,2017-08-02 13:19:30.878951,0:02:06.102008,breaks,0
2017-08-02 13:19:30.899590,2017-08-02 13:19:55.972556,0:00:25.072966,printing,0
2017-08-02 13:19:55.977837,2017-08-02 13:20:31.185743,0:00:35.207906,printing,0
2017-08-02 13:20:31.191534,2017-08-02 13:21:32.646641,0:01:01.455107,mailing,0
2017-08-02 13:21:32.655230,2017-08-02 13:22:44.578459,0:01:11.923229,browsing,0
2017-08-02 13:22:44.584784,2017-08-02 13:24:33.598355,0:01:49.013571,private,0
2017-08-02 13:24:33.605827,2017-08-02 13:26:09.159466,0:01:35.553639,private,0
2017-08-02 13:26:09.165791,2017-08-02 13:50:29.267694,0:24:20.101903,meeting,0
2017-08-02 13:50:29.275142,2017-08-02 13:52:05.238631,0:01:35.963489,copyFiles,0
2017-08-02 13:52:05.244598,2017-08-02 13:54:37.555848,0:02:32.311250,browsing,0
2017-08-02 13:54:37.561699,2017-08-02 13:55:56.029704,0:01:18.468005,copyFiles,0
2017-08-02 13:55:56.035718,2017-08-02 13:57:32.152229,0:01:36.116511,copyFiles,0
2017-08-02 13:57:32.201717,2017-08-02 14:03:40.206770,0:06:08.005053,browsing,0
2017-08-02 14:03:40.356071,2017-08-02 14:04:41.467827,0:01:01.111756,private,0
2017-08-02 14:04:41.474320,2017-08-02 14:45:52.576155,0:41:11.101835,offline,0
