start,end,duration,activity,returnCode
2017-08-02 07:04:49.737068,2017-08-02 07:18:09.838091,0:13:20.101023,offline,0
2017-08-02 07:18:09.843657,2017-08-02 08:23:23.945071,1:05:14.101414,meeting,0
2017-08-02 08:23:23.952794,2017-08-02 08:24:15.346339,0:00:51.393545,mailing,0
2017-08-02 08:24:15.350637,2017-08-02 09:07:19.451630,0:43:04.100993,offline,0
2017-08-02 09:07:19.459509,2017-08-02 09:11:53.281212,0:04:33.821703,private,0
2017-08-02 09:11:53.288296,2017-08-02 09:13:04.248601,0:01:10.960305,mailing,0
2017-08-02 09:13:04.253656,2017-08-02 09:14:35.493095,0:01:31.239439,mailing,0
2017-08-02 09:14:35.498204,2017-08-02 09:17:01.599207,0:02:26.101003,breaks,0
2017-08-02 09:17:01.606536,2017-08-02 09:30:20.708823,0:13:19.102287,meeting,0
2017-08-02 09:30:20.715828,2017-08-02 09:31:51.928660,0:01:31.212832,mailing,0
2017-08-02 09:31:51.933900,2017-08-02 09:36:21.784714,0:04:29.850814,browsing,0
2017-08-02 09:36:21.790952,2017-08-02 09:37:32.525327,0:01:10.734375,mailing,0
2017-08-02 09:37:32.530702,2017-08-02 09:56:09.582803,0:18:37.052101,meeting,0
2017-08-02 09:56:09.590982,2017-08-02 10:20:44.693526,0:24:35.102544,offline,0
2017-08-02 10:20:44.699710,2017-08-02 10:22:16.994288,0:01:32.294578,mailing,0
2017-08-02 10:22:16.998806,2017-08-02 10:45:48.099922,0:23:31.101116,offline,0
2017-08-02 10:45:48.107612,2017-08-02 10:46:03.444543,0:00:15.336931,printing,0
2017-08-02 10:46:03.450963,2017-08-02 10:51:04.751510,0:05:01.300547,browsing,0
2017-08-02 10:51:04.757836,2017-08-02 11:21:43.859671,0:30:39.101835,offline,0
2017-08-02 11:21:43.867375,2017-08-02 11:21:58.932484,0:00:15.065109,printing,0
2017-08-02 11:21:58.937790,2017-08-02 11:26:14.980570,0:04:16.042780,offline,0
2017-08-02 11:26:14.987258,2017-08-02 11:27:35.276657,0:01:20.289399,copyFiles,0
2017-08-02 11:27:35.282338,2017-08-02 11:49:27.384067,0:21:52.101729,offline,0
2017-08-02 11:49:27.391902,2017-08-02 11:50:29.169377,0:01:01.777475,mailing,0
2017-08-02 11:50:29.188103,2017-08-02 12:31:51.289237,0:41:22.101134,offline,0
2017-08-02 12:31:51.297240,2017-08-02 12:32:42.379148,0:00:51.081908,mailing,0
2017-08-02 12:32:42.386755,2017-08-02 12:34:15.285919,0:01:32.899164,copyFiles,0
2017-08-02 12:34:15.291432,2017-08-02 12:37:23.393432,0:03:08.102000,breaks,0
2017-08-02 12:37:23.400921,2017-08-02 12:38:14.076515,0:00:50.675594,mailing,0
2017-08-02 12:38:14.084599,2017-08-02 12:41:43.185599,0:03:29.101000,breaks,0
2017-08-02 12:41:43.193645,2017-08-02 12:42:44.656295,0:01:01.462650,mailing,0
