start,end,duration,activity,returnCode
2017-08-02 07:10:38.194683,2017-08-02 07:11:03.486271,0:00:25.291588,printing,0
2017-08-02 07:11:03.491719,2017-08-02 07:13:38.291603,0:02:34.799884,browsing,0
2017-08-02 07:13:38.298223,2017-08-02 07:17:13.399878,0:03:35.101655,breaks,0
2017-08-02 07:17:13.407845,2017-08-02 07:18:04.098810,0:00:50.690965,mailing,0
2017-08-02 07:18:04.104693,2017-08-02 07:28:30.274619,0:10:26.169926,copyFiles,0
2017-08-02 07:28:30.280046,2017-08-02 07:30:16.342575,0:01:46.062529,browsing,0
2017-08-02 07:30:16.347754,2017-08-02 07:32:31.177859,0:02:14.830105,private,0
2017-08-02 07:32:31.184544,2017-08-02 08:27:52.286245,0:55:21.101701,meeting,0
2017-08-02 08:27:52.295675,2017-08-02 08:29:07.219673,0:01:14.923998,private,0
2017-08-02 08:29:07.226392,2017-08-02 08:30:28.309408,0:01:21.083016,breaks,0
2017-08-02 08:30:28.315864,2017-08-02 08:32:35.417461,0:02:07.101597,offline,0
2017-08-02 08:32:35.425451,2017-08-02 08:42:35.432123,0:10:00.006672,browsing,-1
2017-08-02 08:42:35.437249,2017-08-02 09:19:54.529325,0:37:19.092076,meeting,0
2017-08-02 09:19:54.535860,2017-08-02 09:21:06.350693,0:01:11.814833,mailing,0
2017-08-02 09:21:06.370063,2017-08-02 09:22:29.860583,0:01:23.490520,browsing,0
2017-08-02 09:22:29.867985,2017-08-02 09:26:53.218680,0:04:23.350695,browsing,0
2017-08-02 09:26:53.225216,2017-08-02 09:32:02.176966,0:05:08.951750,browsing,0
2017-08-02 09:32:02.183569,2017-08-02 09:39:42.823221,0:07:40.639652,private,0
2017-08-02 09:39:42.829079,2017-08-02 11:35:50.847801,1:56:08.018722,meeting,0
2017-08-02 11:35:50.854130,2017-08-02 11:36:46.316203,0:00:55.462073,browsing,0
2017-08-02 11:36:46.322541,2017-08-02 11:38:24.830799,0:01:38.508258,browsing,0
2017-08-02 11:38:24.837568,2017-08-02 12:23:07.901822,0:44:43.064254,meeting,0
2017-08-02 12:23:07.909500,2017-08-02 12:23:58.643539,0:00:50.734039,mailing,0
